Date,Open,High,Low,Close,Volume
16-Jul-15,58.61,58.78,57.68,57.95,5322877
15-Jul-15,59.11,59.55,58.13,58.42,5229830
14-Jul-15,58.75,59.74,58.69,59.53,5480979
13-Jul-15,59.11,59.20,58.64,58.93,4905927
10-Jul-15,59.31,59.54,58.67,59.13,5056865
9-Jul-15,59.65,59.76,58.66,58.67,5436649
8-Jul-15,59.14,59.72,58.08,58.36,5629112
7-Jul-15,58.90,59.90,58.24,59.65,7129830
6-Jul-15,59.52,59.76,58.72,59.06,7553690
2-Jul-15,60.18,60.77,60.18,60.52,6777174
1-Jul-15,61.51,61.51,59.69,60.03,7394067
30-Jun-15,61.53,61.61,60.86,61.41,5356245
29-Jun-15,61.42,61.74,61.00,61.01,5256851
26-Jun-15,62.15,62.28,61.72,62.18,6684200
25-Jun-15,63.17,63.17,62.13,62.22,4706519
24-Jun-15,63.13,63.55,62.83,62.83,3974768
23-Jun-15,62.68,63.35,62.51,63.17,3643707
22-Jun-15,62.48,62.97,62.19,62.58,4356609
19-Jun-15,62.55,63.28,62.13,62.35,13125911
18-Jun-15,63.15,63.50,62.80,62.93,5413298
17-Jun-15,63.88,64.13,62.71,63.09,4740983
16-Jun-15,63.44,63.55,62.69,63.43,5310277
15-Jun-15,63.08,63.64,62.80,63.27,4710220
12-Jun-15,63.76,63.85,63.12,63.51,4996904
11-Jun-15,63.97,64.24,63.85,64.03,3890693
10-Jun-15,63.91,64.24,63.49,64.02,4776336
9-Jun-15,63.78,64.33,63.06,63.06,6316866
8-Jun-15,62.92,63.47,62.78,63.43,6630611
5-Jun-15,62.76,64.22,62.71,63.04,5809871
4-Jun-15,63.41,63.74,62.93,63.00,5361723
3-Jun-15,63.81,64.29,63.62,63.80,5380761
2-Jun-15,63.70,64.32,63.40,64.07,5076840
1-Jun-15,64.46,64.47,63.24,63.61,4140426
29-May-15,63.70,64.08,63.44,63.68,5701567
28-May-15,63.53,63.95,63.11,63.86,5192453
27-May-15,63.94,64.99,63.70,63.82,6754869
26-May-15,64.57,64.82,63.50,63.84,6128788
22-May-15,65.04,65.66,64.90,65.11,3804927
21-May-15,65.13,65.75,64.87,65.58,6049929
20-May-15,64.75,64.95,64.12,64.78,4837627
19-May-15,65.75,65.75,65.11,65.12,7945956
18-May-15,65.75,66.22,65.18,66.04,5158582
15-May-15,65.25,66.06,65.06,65.76,4728831
14-May-15,65.54,66.11,65.33,65.42,4345287
13-May-15,65.80,66.03,65.15,65.39,5424484
12-May-15,65.29,65.65,65.05,65.40,4719688
11-May-15,67.12,67.20,65.11,65.28,7261767
8-May-15,67.14,67.37,66.36,67.17,5961199
7-May-15,67.53,67.53,66.10,66.62,6298900
6-May-15,67.96,68.17,66.79,67.23,7089554
5-May-15,67.44,68.36,66.98,67.20,9142889
4-May-15,67.41,67.62,66.70,67.02,6638102
1-May-15,67.74,67.98,66.97,67.44,5974391
30-Apr-15,69.02,69.03,67.66,67.92,7365705
29-Apr-15,67.42,68.31,67.22,68.06,6038368
28-Apr-15,67.20,67.76,67.01,67.74,4265664
27-Apr-15,67.78,67.97,67.00,67.06,4427917
24-Apr-15,67.85,67.87,67.03,67.51,6275747
23-Apr-15,68.26,68.88,68.01,68.26,4627518
22-Apr-15,67.95,68.14,67.13,67.88,4480162
21-Apr-15,68.61,68.99,67.65,68.02,5563444
20-Apr-15,68.09,69.25,68.05,68.61,7846070
17-Apr-15,68.59,68.59,67.18,67.69,9616719
16-Apr-15,68.99,69.72,68.21,69.01,8395037
15-Apr-15,68.91,69.66,68.50,69.40,7773652
14-Apr-15,66.82,68.55,66.74,68.36,8917573
13-Apr-15,66.90,67.42,66.33,66.34,5737075
10-Apr-15,67.36,67.40,66.38,66.53,6015921
9-Apr-15,65.02,67.46,64.86,67.00,10984054
8-Apr-15,66.07,66.23,64.80,64.81,8571607
7-Apr-15,65.26,66.04,65.07,65.79,7177210
6-Apr-15,63.42,65.88,63.40,65.39,10169981
2-Apr-15,62.71,63.41,62.57,63.18,5908158
1-Apr-15,62.71,63.49,62.64,63.02,8939345
31-Mar-15,63.25,63.47,62.24,62.26,9169693
30-Mar-15,63.48,64.15,63.40,64.00,6027354
27-Mar-15,62.96,63.09,62.46,62.93,5199144
26-Mar-15,63.95,64.14,62.92,63.24,6889901
25-Mar-15,63.22,63.50,62.66,63.05,7662259
24-Mar-15,63.45,63.62,62.52,62.55,6377426
23-Mar-15,64.00,64.18,63.21,63.23,7428648
20-Mar-15,63.15,64.12,63.00,63.84,10059894
19-Mar-15,62.78,63.31,62.44,62.76,7907128
18-Mar-15,61.54,64.31,61.51,63.64,9536311
17-Mar-15,62.01,62.48,61.38,62.01,6488885
16-Mar-15,61.21,62.46,60.83,62.40,6317997
13-Mar-15,60.76,61.80,60.57,61.64,8255814
12-Mar-15,61.58,61.91,61.32,61.36,5520939
11-Mar-15,60.95,61.87,60.81,61.30,6341230
10-Mar-15,60.99,61.72,60.69,60.87,8922397
9-Mar-15,62.77,63.34,61.97,61.97,6492752
6-Mar-15,63.00,63.68,62.67,62.79,6732813
5-Mar-15,64.01,64.08,63.33,63.33,5987635
4-Mar-15,64.79,64.79,63.67,64.25,5487142
3-Mar-15,64.36,65.27,64.27,64.78,5424716
2-Mar-15,65.36,65.36,63.83,64.40,8059199
27-Feb-15,66.00,66.10,65.13,65.20,6963548
26-Feb-15,66.89,66.89,65.59,65.85,7837009
25-Feb-15,67.47,67.84,66.96,67.53,6151780
24-Feb-15,67.47,67.48,66.76,67.09,4867541
23-Feb-15,66.68,67.54,66.51,66.92,6072811
20-Feb-15,67.19,67.42,66.33,67.38,8782608
19-Feb-15,66.06,67.85,65.42,67.42,9022637
18-Feb-15,68.03,69.06,67.61,67.73,8932609
17-Feb-15,69.15,69.97,68.52,69.47,7652717
13-Feb-15,68.83,70.11,68.70,69.88,8419227
12-Feb-15,68.24,68.85,67.62,68.04,8642784
11-Feb-15,67.23,68.47,66.80,67.88,8365366
10-Feb-15,67.86,68.11,66.50,67.99,7876630
9-Feb-15,67.97,68.61,67.64,67.85,8070639
6-Feb-15,68.24,68.38,67.18,67.49,7653088
5-Feb-15,67.02,67.59,66.29,67.57,8708833
4-Feb-15,66.62,66.66,65.24,65.87,12243308
3-Feb-15,66.93,67.96,66.51,67.74,15631664
2-Feb-15,64.47,65.78,63.41,65.77,10075752
30-Jan-15,62.23,63.81,61.15,62.98,10524250
29-Jan-15,63.18,63.58,60.64,62.82,11360052
28-Jan-15,65.26,65.45,62.50,62.58,8679263
27-Jan-15,65.29,66.15,65.06,65.54,5939916
26-Jan-15,64.89,66.00,63.89,65.82,5861090
23-Jan-15,65.35,65.71,64.64,64.65,6392948
22-Jan-15,65.10,65.58,64.00,65.30,8759536
21-Jan-15,63.89,64.78,63.23,64.54,7979715
20-Jan-15,62.81,63.28,61.76,63.19,6890502
16-Jan-15,61.75,63.48,61.48,63.08,10031369
15-Jan-15,63.61,63.87,61.38,61.41,9993989
14-Jan-15,61.82,62.78,60.85,62.62,10005362
13-Jan-15,63.19,63.83,61.51,62.44,10240869
12-Jan-15,64.15,64.27,62.61,63.07,8317112
9-Jan-15,64.94,65.34,64.01,64.92,7984136
8-Jan-15,64.85,65.49,63.90,64.93,10348337
7-Jan-15,64.01,64.23,62.85,63.35,12350537
6-Jan-15,65.29,66.60,62.88,62.93,18054690
5-Jan-15,67.71,67.98,65.43,65.64,10948884
2-Jan-15,68.50,69.48,68.23,68.92,5701787
31-Dec-14,69.34,69.75,68.70,69.06,5923617
30-Dec-14,69.61,70.20,69.27,69.93,4537924
29-Dec-14,70.45,70.68,69.55,70.11,5241497
26-Dec-14,70.55,70.79,69.52,69.88,3340081
24-Dec-14,70.54,70.63,68.94,70.13,3858100
23-Dec-14,70.32,71.37,69.80,71.05,8170917
22-Dec-14,70.08,70.45,68.49,69.52,9510071
19-Dec-14,69.63,71.00,68.63,70.98,17823411
18-Dec-14,69.22,69.84,66.66,69.75,15948472
17-Dec-14,64.14,67.67,64.01,66.94,15364054
16-Dec-14,61.44,64.98,60.84,63.22,12951452
15-Dec-14,63.28,63.50,61.50,61.69,9823230
12-Dec-14,62.69,63.79,62.31,62.45,8678360
11-Dec-14,63.30,65.45,63.30,63.61,8175137
10-Dec-14,63.91,64.15,62.83,63.54,9843149
9-Dec-14,64.35,66.25,63.37,64.96,12139816
8-Dec-14,66.98,67.13,64.88,65.03,10164162
5-Dec-14,69.37,69.37,67.46,67.85,9822100
4-Dec-14,70.16,70.43,68.68,69.31,10716385
3-Dec-14,69.66,71.22,69.28,70.80,11903955
2-Dec-14,67.33,69.58,67.24,69.21,11685591
1-Dec-14,65.93,67.90,65.40,67.77,14028722
28-Nov-14,67.70,68.14,65.65,66.07,11779117
26-Nov-14,71.75,71.75,70.55,70.83,7391574
25-Nov-14,73.90,73.91,71.57,71.73,8907118
24-Nov-14,73.56,73.79,72.66,73.33,6118599
21-Nov-14,74.47,74.68,73.18,73.64,8938190
20-Nov-14,72.13,73.25,72.13,73.21,5726331
19-Nov-14,72.36,72.48,71.32,72.13,6372640
18-Nov-14,71.53,72.15,71.07,71.67,5305708
17-Nov-14,71.03,71.77,70.61,71.42,5100622
14-Nov-14,70.57,71.46,70.49,71.41,5272667
13-Nov-14,70.78,71.00,69.54,70.35,7521128
12-Nov-14,71.36,71.88,71.09,71.20,5751498
11-Nov-14,71.52,71.95,71.07,71.75,5921902
10-Nov-14,72.82,73.22,71.46,71.60,7301758
7-Nov-14,71.44,72.31,71.40,72.16,7367183
6-Nov-14,69.72,71.35,69.49,71.32,7761070
5-Nov-14,69.95,70.25,68.98,69.88,7883395
4-Nov-14,69.20,69.84,68.21,68.77,10962362
3-Nov-14,72.26,72.57,70.47,70.56,9549852
31-Oct-14,71.59,72.24,70.07,72.15,9434291
30-Oct-14,69.37,71.91,69.25,71.35,7172921
29-Oct-14,71.91,72.15,70.21,70.75,7751965
28-Oct-14,69.08,70.28,68.69,70.22,5758627
27-Oct-14,69.02,69.16,68.26,68.83,7492099
24-Oct-14,69.99,70.26,69.11,70.07,5421797
23-Oct-14,70.79,70.92,69.70,70.00,7661103
22-Oct-14,71.00,71.45,69.38,69.44,9846120
21-Oct-14,70.07,70.84,69.65,70.59,9003438
20-Oct-14,68.18,68.96,67.33,68.83,6748732
17-Oct-14,67.93,70.02,67.50,68.08,11014164
16-Oct-14,64.96,67.37,64.89,66.93,12799471
15-Oct-14,63.79,66.35,63.56,66.25,16077927
14-Oct-14,68.27,68.62,65.91,66.20,13019223
13-Oct-14,70.12,70.62,68.00,68.07,8608693
10-Oct-14,71.40,71.90,69.91,70.36,10323438
9-Oct-14,73.45,73.57,71.40,71.44,10352063
8-Oct-14,73.68,74.63,72.66,74.53,11997059
7-Oct-14,74.62,75.34,73.89,73.91,7296074
6-Oct-14,75.26,75.74,74.32,74.96,6386181
3-Oct-14,74.95,75.17,74.11,74.77,5567035
2-Oct-14,74.57,75.13,73.37,74.69,7414365
1-Oct-14,76.27,76.52,74.58,75.00,8719620
30-Sep-14,77.32,77.64,75.92,76.52,8403204
29-Sep-14,77.50,77.95,76.78,77.84,5887615
26-Sep-14,77.60,78.47,77.12,78.12,5259711
25-Sep-14,78.70,78.70,77.57,77.57,4911376
24-Sep-14,78.85,79.08,77.59,78.72,6281242
23-Sep-14,79.54,79.84,78.86,78.91,4344977
22-Sep-14,80.33,80.33,79.41,79.68,5235609
19-Sep-14,80.46,81.00,80.31,80.56,8054297
18-Sep-14,80.84,80.87,79.65,79.97,4424210
