Date,Open,High,Low,Close,Volume
26-Jun-15,56.71,56.71,55.40,55.86,2760369
25-Jun-15,57.20,57.34,56.16,56.36,1455158
24-Jun-15,58.05,58.10,56.90,57.01,1340703
23-Jun-15,57.65,58.40,57.21,58.10,2115055
22-Jun-15,57.86,58.16,57.05,57.70,1264077
19-Jun-15,58.04,58.04,57.08,57.51,1392148
18-Jun-15,57.60,57.95,57.05,57.78,1325098
17-Jun-15,57.40,57.96,56.84,57.40,1990495
16-Jun-15,55.50,57.00,55.24,56.78,2422223
15-Jun-15,54.84,55.50,54.14,55.20,1755535
12-Jun-15,55.21,56.21,55.13,55.18,1645532
11-Jun-15,55.26,55.79,54.80,55.46,1560010
10-Jun-15,55.16,55.66,54.50,55.00,1843498
9-Jun-15,56.56,56.97,54.57,54.90,2762225
8-Jun-15,58.26,58.50,55.64,56.57,2925140
5-Jun-15,58.31,58.72,57.55,58.25,1688072
4-Jun-15,60.00,60.50,58.17,58.53,2074219
3-Jun-15,60.61,61.50,60.05,60.33,1587320
2-Jun-15,60.36,61.57,59.59,60.61,1749867
1-Jun-15,60.55,61.34,59.25,60.68,1899879
29-May-15,61.98,62.16,60.03,60.12,1993617
28-May-15,61.30,62.68,60.75,61.89,1789905
27-May-15,61.40,61.66,60.46,61.44,1588368
26-May-15,62.50,62.59,61.29,61.33,1543009
22-May-15,61.88,63.12,61.80,62.59,2148253
21-May-15,61.17,62.85,61.17,62.11,2680909
20-May-15,61.16,61.47,60.40,61.26,1295105
19-May-15,62.03,62.39,60.90,61.33,1691075
18-May-15,62.50,62.85,61.35,62.07,5656203
15-May-15,62.62,63.79,62.24,62.51,1954791
14-May-15,62.30,62.78,61.10,62.72,2245381
13-May-15,62.20,62.35,61.02,61.68,1965486
12-May-15,60.68,62.22,60.68,61.51,2052727
11-May-15,62.20,62.84,61.09,61.17,2412020
8-May-15,61.58,61.95,59.92,61.21,3000376
7-May-15,59.51,60.95,59.19,60.90,2434948
6-May-15,58.48,61.65,58.10,60.13,4617753
5-May-15,60.97,62.14,58.69,59.28,4190694
4-May-15,60.45,61.45,59.32,61.04,4108095
1-May-15,60.80,61.76,60.08,61.62,3146909
30-Apr-15,61.00,61.33,59.50,60.05,2328649
29-Apr-15,61.15,61.48,59.59,61.17,2381608
28-Apr-15,60.11,61.90,59.76,61.22,2854808
27-Apr-15,60.10,61.97,59.71,59.90,2792037
24-Apr-15,60.39,60.40,59.50,60.00,1421022
23-Apr-15,59.49,60.49,59.36,60.02,2821992
22-Apr-15,57.88,60.50,57.80,59.09,4915947
21-Apr-15,56.69,57.71,56.24,57.69,2071441
20-Apr-15,56.34,56.73,55.38,56.53,1457015
17-Apr-15,56.50,56.90,55.22,55.91,1974274
16-Apr-15,56.34,57.50,56.25,57.01,1927969
15-Apr-15,55.73,56.80,54.82,56.55,2393374
14-Apr-15,54.55,55.38,53.37,55.10,3283333
13-Apr-15,56.09,56.53,54.47,54.74,3611577
10-Apr-15,56.30,56.79,55.31,56.09,3428255
9-Apr-15,54.97,56.15,54.53,56.05,5012136
8-Apr-15,53.05,54.80,52.91,54.33,3819067
7-Apr-15,52.80,54.20,52.59,52.77,2952157
6-Apr-15,51.99,53.34,51.75,52.80,2751054
2-Apr-15,50.23,52.77,50.20,52.31,3756482
1-Apr-15,50.91,51.29,50.00,50.48,1694683
31-Mar-15,50.09,52.54,49.86,51.28,3644030
30-Mar-15,50.12,51.83,49.19,50.57,3745504
27-Mar-15,50.15,50.73,49.72,50.17,1024498
26-Mar-15,50.03,50.22,49.03,50.08,1433979
25-Mar-15,51.33,51.86,49.85,50.53,1559818
24-Mar-15,49.57,51.65,49.56,51.50,2924020
23-Mar-15,49.71,50.60,49.20,49.78,1267919
20-Mar-15,50.00,50.25,49.56,49.89,1341507
19-Mar-15,50.00,50.44,49.67,49.76,1021883
18-Mar-15,48.55,50.28,48.44,50.21,1965143
17-Mar-15,47.36,49.29,47.31,48.82,1641828
16-Mar-15,48.50,48.70,46.69,47.53,3021241
13-Mar-15,49.43,49.75,48.14,48.39,2515943
12-Mar-15,50.10,50.56,49.64,49.70,1784747
11-Mar-15,49.69,50.87,49.55,50.00,1823272
10-Mar-15,49.30,50.58,49.20,49.72,2114450
9-Mar-15,50.40,51.04,49.15,49.83,2217101
6-Mar-15,51.71,52.59,50.34,50.45,2681951
5-Mar-15,50.35,52.16,50.01,51.77,4698597
4-Mar-15,50.00,50.48,49.30,50.05,1652948
3-Mar-15,50.49,51.62,50.00,50.26,1983714
2-Mar-15,51.20,51.65,50.23,50.74,2313899
27-Feb-15,52.33,52.57,51.18,51.36,2065668
26-Feb-15,53.62,54.08,52.05,52.10,2834197
25-Feb-15,53.05,53.50,52.15,52.28,2923766
24-Feb-15,53.97,56.50,52.93,53.04,4504364
23-Feb-15,54.09,54.35,52.68,53.13,2192889
20-Feb-15,53.94,54.60,53.05,54.44,2898457
19-Feb-15,54.40,54.85,51.76,53.81,8241265
18-Feb-15,57.65,59.10,56.52,57.10,4723039
17-Feb-15,58.45,59.31,57.43,58.12,2775493
13-Feb-15,57.39,59.09,57.19,57.60,1897437
12-Feb-15,56.32,57.45,56.06,57.16,2251995
11-Feb-15,55.77,56.55,55.34,56.12,1304026
10-Feb-15,56.63,56.79,55.03,55.84,1598607
9-Feb-15,55.00,56.70,55.00,56.52,1382501
6-Feb-15,55.12,56.45,54.84,55.42,1726173
5-Feb-15,53.42,55.70,53.42,55.28,1931774
4-Feb-15,53.67,55.50,53.20,53.37,1880862
3-Feb-15,53.01,54.37,52.35,54.27,2567733
2-Feb-15,48.93,53.80,48.75,52.72,4575777
30-Jan-15,48.59,49.79,48.47,48.61,1209634
29-Jan-15,49.15,49.45,47.68,49.40,1232938
28-Jan-15,50.60,50.88,48.79,49.08,1441120
27-Jan-15,49.35,50.63,49.16,50.10,1058435
26-Jan-15,48.27,50.74,48.27,50.16,2231577
23-Jan-15,48.22,49.37,48.00,48.30,1687010
22-Jan-15,48.38,48.69,47.50,48.44,1537983
21-Jan-15,47.79,49.27,47.60,48.23,1622527
20-Jan-15,48.45,48.50,46.45,47.79,2956690
16-Jan-15,49.33,49.83,47.89,48.15,2700824
15-Jan-15,52.00,52.25,49.17,49.24,1935561
14-Jan-15,50.10,51.74,49.52,51.72,2057836
13-Jan-15,49.53,52.28,49.53,51.11,2926670
12-Jan-15,49.19,49.38,47.64,49.32,2600339
9-Jan-15,50.61,51.40,49.50,49.62,2155335
8-Jan-15,50.01,51.19,49.14,50.91,1802923
7-Jan-15,50.19,51.17,49.00,49.32,2018651
6-Jan-15,50.38,50.38,47.32,49.50,3422530
5-Jan-15,51.98,52.38,49.50,50.06,3434489
2-Jan-15,53.61,54.10,51.90,52.92,1875586
31-Dec-14,53.90,53.94,53.03,53.48,1929821
30-Dec-14,55.56,55.75,53.48,53.89,2920707
29-Dec-14,57.00,57.64,56.02,56.26,1366046
26-Dec-14,56.44,57.53,56.36,57.14,1193704
24-Dec-14,56.00,56.97,55.56,56.76,1326464
23-Dec-14,54.13,55.98,53.62,55.84,1886009
22-Dec-14,54.84,54.90,53.42,54.38,1760002
19-Dec-14,53.58,54.88,53.01,54.80,2540967
18-Dec-14,51.65,54.50,51.61,53.75,3578424
17-Dec-14,50.15,50.65,47.62,50.37,4132831
16-Dec-14,49.31,51.67,49.05,49.77,3224330
15-Dec-14,50.97,51.04,49.50,49.64,2007548
12-Dec-14,50.45,50.78,49.70,50.02,2111332
11-Dec-14,50.65,52.50,50.50,50.91,1950180
10-Dec-14,51.40,52.21,49.91,50.29,2137495
9-Dec-14,51.00,51.72,49.01,51.64,3083688
8-Dec-14,53.38,54.10,51.05,51.70,2450075
5-Dec-14,52.15,54.36,52.15,53.50,2645956
4-Dec-14,51.63,53.10,51.25,52.36,2246113
3-Dec-14,51.60,52.59,50.90,51.74,1957734
2-Dec-14,51.21,51.49,50.50,51.11,2420094
1-Dec-14,54.50,54.78,50.71,50.89,4094448
28-Nov-14,55.75,56.18,54.08,55.00,1860024
26-Nov-14,56.50,57.35,56.20,56.46,1563547
25-Nov-14,56.99,57.50,56.10,56.85,2566291
24-Nov-14,56.30,56.85,55.65,56.35,2024112
21-Nov-14,56.76,56.94,54.82,55.05,3199300
20-Nov-14,53.72,54.69,53.25,53.63,1964414
19-Nov-14,55.75,56.65,53.87,53.99,2318153
18-Nov-14,53.78,56.40,53.58,55.64,3024405
17-Nov-14,52.94,54.43,52.49,53.59,2280142
14-Nov-14,50.62,53.40,50.17,53.02,2526265
13-Nov-14,51.72,52.39,50.55,50.84,3490955
12-Nov-14,50.60,52.09,50.31,52.05,2574508
11-Nov-14,51.69,51.75,49.98,50.96,3302809
10-Nov-14,51.10,52.19,50.68,51.78,2345679
7-Nov-14,51.54,52.19,50.50,50.97,4477079
6-Nov-14,55.00,55.13,50.74,51.54,8141078
5-Nov-14,57.49,57.85,51.45,54.44,10757497
4-Nov-14,58.09,58.34,56.22,56.96,3006502
3-Nov-14,59.18,61.09,58.43,58.77,3124104
31-Oct-14,57.35,59.69,57.35,59.18,4395766
30-Oct-14,53.99,56.38,53.26,56.33,3816540
29-Oct-14,55.11,55.26,53.43,54.36,2939791
28-Oct-14,53.30,55.84,52.71,55.20,3638148
27-Oct-14,53.53,53.74,51.86,53.17,3270683
24-Oct-14,53.95,54.50,52.51,54.25,2826420
23-Oct-14,54.57,55.25,52.15,54.10,4699248
22-Oct-14,56.31,57.18,53.79,53.92,5069414
21-Oct-14,54.31,56.38,54.31,55.73,3510522
20-Oct-14,52.01,54.31,51.60,53.92,3823690
17-Oct-14,52.75,54.23,51.00,51.51,4881553
16-Oct-14,47.21,52.34,47.01,50.85,5099641
15-Oct-14,47.50,49.65,45.91,48.87,7918913
14-Oct-14,49.75,50.95,46.55,49.71,6205567
13-Oct-14,53.66,54.00,48.21,48.35,7614543
10-Oct-14,53.21,56.16,52.25,53.55,4951662
9-Oct-14,56.25,57.57,53.52,54.28,4600176
8-Oct-14,55.86,57.10,53.55,56.48,5893858
7-Oct-14,57.01,57.50,54.07,54.55,4627580
6-Oct-14,60.01,60.20,56.41,57.75,4807027
3-Oct-14,58.22,59.95,57.45,59.00,4017444
2-Oct-14,57.89,58.10,55.23,57.31,4808666
1-Oct-14,59.07,59.07,55.21,56.47,6537765
30-Sep-14,61.56,62.00,58.43,59.60,5322185
29-Sep-14,60.90,62.14,60.54,61.20,3809351
26-Sep-14,62.12,63.36,61.16,61.92,4749565
25-Sep-14,63.08,63.30,60.05,61.96,8088468
24-Sep-14,62.53,65.60,61.70,63.04,8617836
23-Sep-14,60.04,62.56,59.23,60.40,4635267
22-Sep-14,64.02,64.21,59.63,60.84,6308130
19-Sep-14,66.11,66.52,62.54,64.61,4698488
18-Sep-14,67.53,68.72,65.25,65.99,3434847
